ID,Language_ID,English_Gloss,Form,Inflected_Forms,Comment,Source
lote1237-1-234,lote1237-1,five (5),limɛ,,cf. /lɛisinɛ pe ɛllɛ/ ‘five (counting in fours)’,Barlow2024
lote1237-1-235,lote1237-1,opposite-sex sibling (sister of a man or brother of a woman),liu-,"liu-k (1sg), liu-m (2sg), liu-na (3sg)",,Barlow2024
lote1237-1-236,lote1237-1,younger opposite-sex sibling,liu- neŋe kino,liu-na neŋe kino (3sg),‘opposite-sex.sibling-POSS REL small’,Barlow2024
lote1237-1-237,lote1237-1,older opposite-sex sibling,liu- neŋe soke,liu-na neŋe soke (3sg),‘opposite-sex.sibling-POSS REL big’,Barlow2024
lote1237-1-238,lote1237-1,already (completive marker) (CMPL),lo,,postverbal,Barlow2024
lote1237-1-239,lote1237-1,lastborn (child),loena,loena-ŋana (with adjectivizing suffix),possibly related to /(h)oe-na/ ‘tail-3sg’,Barlow2024
lote1237-1-240,lote1237-1,to open (a door),lohɛ,,"also [loɛ]; possibly /lo-ɛ/; cf. /ulɛlɛ/ ‘to open (a basket), to uncover’",Barlow2024
lote1237-1-241,lote1237-1,taro,loi,,,Barlow2024
lote1237-1-242,lote1237-1,ginger (TP: kawawar),loitana,,cf. /ex/ ‘tall ginger’,Barlow2024
lote1237-1-243,lote1237-1,red ant (TP: karakum),lolo,,reduplication?,Barlow2024
lote1237-1-244,lote1237-1,"cold, cool",lololo,,reduplication?,Barlow2024
lote1237-1-245,lote1237-1,"to wash, to clean, to wipe",lomɛ,,"possibly /lom-ɛ/; cf. /nun/ ‘to bathe’, /kira/ ‘to scrub, to brush, to wipe’",Barlow2024
lote1237-1-246,lote1237-1,yesterday,lona,,also /ŋe lona/,Barlow2024
lote1237-1-247,lote1237-1,"to listen, to hear",loŋo,loŋ-ɛ,,Barlow2024
lote1237-1-248,lote1237-1,"to fall, to fall down",losio,,likely related to /sio/ ‘to go down’; cf. /mol/ ‘to fall (of rain)’,Barlow2024
lote1237-1-249,lote1237-1,Lote (language),lote,,,Barlow2024
lote1237-1-250,lote1237-1,all; whole,loxlox,,reduplication?,Barlow2024
lote1237-1-251,lote1237-1,ant,lulue,,,Barlow2024
lote1237-1-252,lote1237-1,"with, together with (comitative)",lulux,,usually followed by /ŋe/ ‘PREP.PN’,Barlow2024
lote1237-1-253,lote1237-1,"up, high",lut,,,Barlow2024
lote1237-1-254,lote1237-1,"2sg possessive suffix (thy, your) (2SG.POSS)",-m,,"allomorphs: /-im/, /-um/",Barlow2024
lote1237-1-255,lote1237-1,or (disjunctive coordinator),ma,,"same form as ‘to lie, to sleep’",Barlow2024
lote1237-1-256,lote1237-1,"to lie, to lie down; to sleep",ma,,same form as ‘or’; cf. /mamani/ ‘to sleep’,Barlow2024
lote1237-1-257,lote1237-1,to dream,ma opɛ-,"ma opɛ-m (2sg), ma opɛ-nɛ (3sg)",‘sleep dream-POSS’,Barlow2024
lote1237-1-258,lote1237-1,rat,mais,,,Barlow2024
lote1237-1-259,lote1237-1,"to burn (person as subject), to cook (with fire)",mak,mak-ia,"cf. /rau/ ‘to burn (intransitive), to be on fire’, /ŋau/ ‘to eat; to burn (fire as subject)’, /rɛmɛn/ ‘to light (of fire), to burn, to ignite’, /toŋo/ ‘to light a fire, to ignite’; cf. /lel/ ‘to bake, to cook in an earth oven (TP: mumuim)’, /tun/ ‘to boil’",Barlow2024
lote1237-1-260,lote1237-1,"guts, intestines",makal-,"makal-ik (1sg), makal-im (2sg), makan-na (3sg)",,Barlow2024
lote1237-1-261,lote1237-1,soft,makuk,,,Barlow2024
lote1237-1-262,lote1237-1,cordyline plant (TP: tanget),male,,,Barlow2024
lote1237-1-263,lote1237-1,cloth (TP: laplap),maleŋa,,likely < /male/ ‘cordyline plant’,Barlow2024
lote1237-1-264,lote1237-1,wild fowl,mali,,,Barlow2024
lote1237-1-265,lote1237-1,to sleep,mamani,,likely < reduplication of /ma/ ‘to lie’,Barlow2024
lote1237-1-266,lote1237-1,baby,mamau,,,Barlow2024
lote1237-1-267,lote1237-1,to weave,man,man-ia,cf. /sima/ ‘to sew’,Barlow2024
lote1237-1-268,lote1237-1,"only, just",mana,,same form as ‘to float’,Barlow2024
lote1237-1-269,lote1237-1,to float; to swim (of animals),mana,man~mana (reduplication),"same form as ‘only, just’; cf. /pasu/ ‘to swim’",Barlow2024
lote1237-1-270,lote1237-1,eel,mania,,,Barlow2024
lote1237-1-271,lote1237-1,"right, correct, true",manmanna,,reduplication?,Barlow2024
lote1237-1-272,lote1237-1,crocodile,marehit,,,Barlow2024
lote1237-1-273,lote1237-1,dust,maruxrue,,,Barlow2024
lote1237-1-274,lote1237-1,eye,mata-,"mata-k (1sg), mata-m (2sg), mata-na (3sg)",,Barlow2024
lote1237-1-275,lote1237-1,"tear, teardrop",mata- ɛina,"mata-k ɛi-na (1sg), mata-m ɛi-na (2sg), mata-na ɛi-na (3sg)",‘eye-POSS blood-3SG’,Barlow2024
lote1237-1-276,lote1237-1,sharp,matana,,‘eye-3SG’,Barlow2024
lote1237-1-277,lote1237-1,"dull, blunt",matana ɛro,,‘eye-3SG NEG’,Barlow2024
lote1237-1-278,lote1237-1,"to be afraid, to fear",matau,matau-a,,Barlow2024
lote1237-1-279,lote1237-1,"to live, to be alive",maul,maul~ul (reduplication),,Barlow2024
lote1237-1-280,lote1237-1,chest,mautu-,"mautu-k (1sg), mautu-m (2sg), mautu-na (3sg)",,Barlow2024
lote1237-1-281,lote1237-1,"to shame; to be ashamed, to feel shame (reflexive)",me,"me-a, e-me-a iau (1sg), Ø-me-a i (3sg)",,Barlow2024
lote1237-1-282,lote1237-1,"someone; (a) person, human being",melɛ,,,Barlow2024
lote1237-1-283,lote1237-1,"skirt, bark loincloth for men (TP: malo)",melo,,"cf. /ela/ ‘skirt, grass skirt for women’",Barlow2024
lote1237-1-284,lote1237-1,to stand,mes,,,Barlow2024
lote1237-1-285,lote1237-1,heavy,mɛena,,or /mɛe-na/ ‘heaviness-3SG’?,Barlow2024
lote1237-1-286,lote1237-1,husband’s sister (sister-in-law),mɛlɛi,"lɛ-k mɛlɛi (1sg), na mɛlɛi (3sg)",,Barlow2024
lote1237-1-287,lote1237-1,to laugh,mɛlmɛl,,reduplication?,Barlow2024
lote1237-1-288,lote1237-1,1pl.excl possessive suffix (our) (1PL.EXCL.POSS),-mɛm,,nominal suffix in direct possession constructions (for inalienably possessed nouns); follows possessive classifiers in indirect possession constructions (for alienably possessed nouns),Barlow2024
lote1237-1-289,lote1237-1,"to take, to get, to carry (in the hand), to hold",mɛnɛ,,"possibly /mɛn-ɛ/; cf. /urɛ/ ‘to carry (on the head)’, /takis/ ‘to carry (on the shoulder)’, /raita/ ‘to hold’",Barlow2024
lote1237-1-290,lote1237-1,to bring,mɛnɛ at,,‘take come’,Barlow2024
lote1237-1-291,lote1237-1,thin,mɛnini,,,Barlow2024
lote1237-1-292,lote1237-1,how?; why?,mɛre,,also /pomɛre/,Barlow2024
lote1237-1-293,lote1237-1,salt,mɛsmɛs,,reduplication?,Barlow2024
lote1237-1-294,lote1237-1,"to die, to be dead",mɛte,,,Barlow2024
lote1237-1-295,lote1237-1,to be hungry,mɛte a-,"e-mɛte a-k (1sg), Ø-mɛte a-na (3sg)",‘die POSS.ED-POSS’,Barlow2024
lote1237-1-296,lote1237-1,to itch; to scratch (as transitive),mɛxsisil,mɛxsisil-ia,a compound containing /sisil/ ‘urine’?,Barlow2024
lote1237-1-297,lote1237-1,"hot, warm",milaŋ,,,Barlow2024
lote1237-1-298,lote1237-1,night,miliko,,,Barlow2024
lote1237-1-299,lote1237-1,clear,miliŋliŋ,,reduplication?,Barlow2024
lote1237-1-300,lote1237-1,island,mimio,,,Barlow2024
lote1237-1-301,lote1237-1,cassava,mioka,,,Barlow2024
lote1237-1-302,lote1237-1,"meat, flesh",mira-,"mira-k (1sg), mira-m (2sg), mira-na (3sg)",,Barlow2024
lote1237-1-303,lote1237-1,1pl.excl subject prefix (1PL.EXCL),mo-,,verbal prefix; same form as the 2pl possessive suffix,Barlow2024
lote1237-1-304,lote1237-1,"2pl possessive suffix (your, y’all’s) (2PL.POSS)",-mo,,nominal suffix in direct possession constructions (for inalienably possessed nouns); follows possessive classifiers in indirect possession constructions (for alienably possessed nouns); same form as the 1pl.excl subject prefix,Barlow2024
lote1237-1-305,lote1237-1,three (3),mol,,same form as ‘to fall (of rain)’,Barlow2024
lote1237-1-306,lote1237-1,to fall (of rain),mol,,same form as ‘three’; cf. /losio/ ‘to fall down’,Barlow2024
lote1237-1-307,lote1237-1,yam,momo,,,Barlow2024
lote1237-1-308,lote1237-1,sweet,monmona,"monmona-ŋa- (nominalization, ‘fat, grease’)",reduplication?,Barlow2024
lote1237-1-309,lote1237-1,"fat, grease",monmonaŋa-,"monmonaŋa-k (1sg), monmonaŋa-na (3sg)",‘sweet-NMLZ-POSS’,Barlow2024
lote1237-1-310,lote1237-1,"bag, woven bag made of woven vines",monri,,"[mondri]; the bag is hard, not considered to be a ‘bilum’ (TP for ‘net bag, string bag’)",Barlow2024
lote1237-1-311,lote1237-1,"again; to go back, to return; reflexive marker (-self, -selves) (REFL)",mulɛ,,"as reflexive marker, follows main verb and precedes object (= subject)",Barlow2024
lote1237-1-312,lote1237-1,"shadow, shade",mulil,,,Barlow2024
lote1237-1-313,lote1237-1,"mucus, snot",muluta,"lɛ-k muluta (1sg), lɛ-m muluta (2sg), na muluta (3sg)",cf. /ulut/ ‘spit’,Barlow2024
lote1237-1-314,lote1237-1,black; dirty,muna,,,Barlow2024
lote1237-1-315,lote1237-1,plural marker (PL),mur,,postnominal,Barlow2024
lote1237-1-316,lote1237-1,full,muta,,,Barlow2024
lote1237-1-317,lote1237-1,to vomit,mutmuta,,reduplication?,Barlow2024
lote1237-1-318,lote1237-1,fog,muxmua,,,Barlow2024
lote1237-1-319,lote1237-1,"3sg possessive suffix (his, her, its) (3SG.POSS)",-na,,nominal suffix in direct possession constructions (for inalienably possessed nouns); follows possessive classifiers in indirect possession constructions (for alienably possessed nouns); same form as the 3sg general possessive classifier,Barlow2024
lote1237-1-320,lote1237-1,general possessive classifier (3sg) (POSS.GEN.3SG),na,,allomorph of /lɛ-/ for 3sg possessors; used in indirect possession constructions; follows the possessor (genitive) and precedes the possessum (possessed); takes a possessive suffix indexing the person/number of the possessor; used with possessions that are not food- or drink-related; same form as the 3sg possessive suffix; also /nena/,Barlow2024
lote1237-1-321,lote1237-1,"nit, louse egg",nai,nai nena (3sg),same form as ‘two’,Barlow2024
lote1237-1-322,lote1237-1,two (2),nai,,same form as ‘nit’,Barlow2024
lote1237-1-323,lote1237-1,"to look, to see",nau,nau-ɛ,also /ɛs/,Barlow2024
lote1237-1-324,lote1237-1,wallaby,neko,,,Barlow2024
lote1237-1-325,lote1237-1,general possessive classifier (3sg) (POSS.GEN.3SG),nena,,allomorph of /lɛ-/ for 3sg possessors; used in indirect possession constructions; follows the possessor (genitive) and precedes the possessum (possessed); takes a possessive suffix indexing the person/number of the possessor; used with possessions that are not food- or drink-related; also /na/,Barlow2024
lote1237-1-326,lote1237-1,"that, which (relativizer) (REL)",neŋe,,,Barlow2024
lote1237-1-327,lote1237-1,if,neŋe teke,,‘REL want’; also /teke/,Barlow2024
lote1237-1-328,lote1237-1,"3sg possessive suffix (his, her, its) (3SG.POSS)",-nɛ,,allomorph of /-na/ for /ɛ/-final stems; nominal suffix in direct possession constructions (for inalienably possessed nouns),Barlow2024
lote1237-1-329,lote1237-1,this (proximal demonstrative) (close to speaker),nɛi,,,Barlow2024
lote1237-1-330,lote1237-1,that (medial demonstrative) (close to hearer),nɛm,,,Barlow2024
lote1237-1-331,lote1237-1,"that, that yonder (distal demonstrative) (far from both speaker and hearer)",nɛu,,,Barlow2024
lote1237-1-332,lote1237-1,bird,niɛ,,,Barlow2024
lote1237-1-333,lote1237-1,before,nike,,,Barlow2024
lote1237-1-334,lote1237-1,old (thing),nikeŋana,,‘before-ADJ’; cf. /tuauna/ ‘old (person)’,Barlow2024
lote1237-1-335,lote1237-1,man,non,,,Barlow2024
lote1237-1-336,lote1237-1,old man,non tuaunaŋana,,‘man old-ADJ’,Barlow2024
lote1237-1-337,lote1237-1,to hit (with a stick),nos,nos-ia,"cf. /pal/ ‘to hit, to beat, to strike’, /tamal/ ‘to throw (a stone); to hit, to pelt (as transitive)’",Barlow2024
lote1237-1-338,lote1237-1,to bathe,nun,"hɛ-nun-ɛ (causative, ‘to make bathe, to bathe [someone]’)","cf. /lomɛ/ ‘to wash, to clean, to wipe’",Barlow2024
lote1237-1-339,lote1237-1,"in, at, on (locative preposition), with (instrumental preposition) (PREP)",ŋa,,same form as ‘soul’ and the nominalizing suffix; cf. /ŋe/,Barlow2024
lote1237-1-340,lote1237-1,nominalizing suffix,-ŋa,,nominal suffix in direct possession constructions (for inalienably possessed nouns); follows possessive classifiers in indirect possession constructions (for alienably possessed nouns); same form as ‘soul’ and the general preposition,Barlow2024
lote1237-1-341,lote1237-1,soul,ŋa-,"ŋa-k (1sg), ŋa-m (2sg), ŋa-na (3sg)",same form as the general preposition and the nominalizing suffix,Barlow2024
lote1237-1-342,lote1237-1,where?,ŋai,,also /la ŋai/,Barlow2024
lote1237-1-343,lote1237-1,conch,ŋalum,,,Barlow2024
lote1237-1-344,lote1237-1,adjectivizing suffix,-ŋana,,"suffix for descriptive words, which follow head nouns; probably < /-ŋa/ ‘NMLZ’ + /-na/ ‘3SG.POSS’",Barlow2024
lote1237-1-345,lote1237-1,"fruit, berry",ŋanaŋa-,ŋanaŋa-na (3sg),reduplication?,Barlow2024
lote1237-1-346,lote1237-1,to eat; to burn (fire as subject),ŋau,"ŋau-a, ŋau~ŋau (reduplication); ŋau-ŋa (nominalization, ‘food’)","often [ŋao]; cf. /mak/ ‘to burn (person as subject), to cook (with fire)’, /rau/ ‘to burn (intransitive), to be on fire’ /rɛmɛn/ ‘to light (of fire), to burn, to ignite’, /toŋo/ ‘to light a fire, to ignite’",Barlow2024
lote1237-1-347,lote1237-1,food,ŋauŋa,,‘eat-NMLZ’,Barlow2024
lote1237-1-348,lote1237-1,vine sp. (large),ŋautou,,possibly /ŋaotou/,Barlow2024
lote1237-1-349,lote1237-1,"in, at, on (personal name preposition) (PREP.PN); than (comparative)",ŋe,,a locative preposition used with personal names; a temporal preposition used with all kinds of objects; cf. /ŋa/,Barlow2024
lote1237-1-350,lote1237-1,yesterday,ŋe lona,,‘PREP yesterday’,Barlow2024
lote1237-1-351,lote1237-1,when?,ŋe ŋiŋiɛ,,‘PREP when?’; also /ŋiŋiɛ/,Barlow2024
lote1237-1-352,lote1237-1,tomorrow,ŋe rou,,‘PREP tomorrow’,Barlow2024
lote1237-1-353,lote1237-1,to suck and chew (sugarcane),ŋɛs,ŋɛs-ia,cf. /rira/ ‘to chew’,Barlow2024
lote1237-1-354,lote1237-1,tooth,ŋiŋi-,"ŋiŋi-k (1sg), ŋiŋi-m (2sg), ŋiŋi-na (3sg)",reduplication?,Barlow2024
lote1237-1-355,lote1237-1,when?,ŋiŋiɛ,,also /ŋe ŋiŋiɛ/,Barlow2024
lote1237-1-356,lote1237-1,2sg subject prefix (2SG),o-,,verbal prefix; same form as ‘top’,Barlow2024
lote1237-1-357,lote1237-1,top; above,o-,o-na (3sg),same form as the 2sg subject prefix; postnominal and with possessive marking can function with the meaning ‘above’,Barlow2024
lote1237-1-358,lote1237-1,yes,oe,,,Barlow2024
lote1237-1-359,lote1237-1,"betel nut, areca nut (TP: buai)",oio,,,Barlow2024
lote1237-1-360,lote1237-1,now; emphatic marker (EMPH),ol,,same form as ‘to buy’,Barlow2024
lote1237-1-361,lote1237-1,to buy,ol,ol-ia,same form as ‘now’,Barlow2024
lote1237-1-362,lote1237-1,lizard,ole,,,Barlow2024
lote1237-1-363,lote1237-1,to squeeze (wet clothes),olɛ,,"possibly /ol-ɛ/; cf. /pip/ ‘to mash, to smash, to pound (banana), to squeeze (grated coconut)’",Barlow2024
lote1237-1-364,lote1237-1,"spirit, dream",opɛ-,"opɛ-m (2sg), opɛ-nɛ (3sg)",,Barlow2024
lote1237-1-365,lote1237-1,paddle,oteŋa,,,Barlow2024
lote1237-1-366,lote1237-1,man’s mother’s brother’s child (cross-cousin),paɛn,"lɛ-k paɛn (1sg), lɛ-m paɛn (2sg), na paɛn (3sg), nena paɛn (3sg)",,Barlow2024
lote1237-1-367,lote1237-1,"shell (e.g., of coconut, betel nut)",pai-,"pai-na (3sg), pai-ria (3pl)",,Barlow2024
lote1237-1-368,lote1237-1,mosquito,painin,,possibly related to /inin/ ‘pain’,Barlow2024
lote1237-1-369,lote1237-1,coconut,paita,,possibly related to /pai-/ ‘shell’,Barlow2024
lote1237-1-370,lote1237-1,needle (made from the bones of flying foxes),pakeka,,,Barlow2024
lote1237-1-371,lote1237-1,spear type,pakpaka,,"cf. other types /kaliŋo/, /raliŋ/, and generic /io/",Barlow2024
lote1237-1-372,lote1237-1,"to hit, to beat, to strike",pal,pal-ia,"cf. /nos/ ‘to hit (with a stick)’, /tamal/ ‘to throw (a stone); to hit, to pelt (as transitive)’",Barlow2024
lote1237-1-373,lote1237-1,knee,pala-,"pala-k (1sg), pala-m (2sg) pala-na (3sg)",,Barlow2024
lote1237-1-374,lote1237-1,big,palau,palau-ŋana,also /soke/,Barlow2024
lote1237-1-375,lote1237-1,to fight,palhɛl,,reciprocal form of /pal/ ‘to hit’,Barlow2024
lote1237-1-376,lote1237-1,head,palpal-,"palpal-uk (1sg), palpal-um (2sg), palpan-na (3sg)",,Barlow2024
lote1237-1-377,lote1237-1,hair of the head,palpal- ina,"palpal-uk i-na (1sg), palpal-um i-na (2sg), palpan-na i-na (3sg)",‘head-POSS leaf-3SG’,Barlow2024
lote1237-1-378,lote1237-1,"wide, open; to open",paŋpaŋa,,possibly /paŋpaŋ-a/; reduplication?,Barlow2024
lote1237-1-379,lote1237-1,chicken,pareo,,,Barlow2024
lote1237-1-380,lote1237-1,to swim,pasu,,cf. /mana/ ‘to float; to swim (of animals)’,Barlow2024
lote1237-1-381,lote1237-1,back (of the body),pataŋa-,"pataŋa-k (1sg), pataŋa-m (2sg), pataŋa-na (3sg)",,Barlow2024
lote1237-1-382,lote1237-1,vegetable sp. (TP: aibika),pau,,,Barlow2024
lote1237-1-383,lote1237-1,and (coordinating conjunction); when (simultaneous action) (CONJ),pe,,same form as the abbreviated irrealis marker,Barlow2024
lote1237-1-384,lote1237-1,irrealis marker (IRR),pe,,preverbal; abbreviated form of /lape/; same form as ‘and’,Barlow2024
lote1237-1-385,lote1237-1,sand; beach,peipei,,reduplication?,Barlow2024
lote1237-1-386,lote1237-1,house,pɛle,,,Barlow2024
lote1237-1-387,lote1237-1,floor,pɛle lete-,pɛle lete-na (3sg),‘house inside-POSS’,Barlow2024
lote1237-1-388,lote1237-1,roof,pɛle o-,"pɛle o-na (3sg), pɛle o-ria (3pl)",‘house top-POSS’,Barlow2024
lote1237-1-389,lote1237-1,elbow of the arm,pɛn- ana poŋe,pɛn-na ana poŋe (3sg),‘arm-POSS POSS.ED?-3SG elbow’,Barlow2024
lote1237-1-390,lote1237-1,straight,pɛŋpɛŋ,,reduplication?,Barlow2024
lote1237-1-391,lote1237-1,"arm, hand; branch",pɛr-,"pɛr-ik (1sg), pɛr-im (2sg), pɛn-na (3sg); pɛr~pɛr-na (plural, 3sg)",,Barlow2024
lote1237-1-392,lote1237-1,finger,pɛr- kukana,"pɛr-ik kuka-na (1sg), pɛr-im kuka-na (2sg), pɛn-na kuka-na (3sg)",‘hand-POSS digit-3SG’,Barlow2024
lote1237-1-393,lote1237-1,fingernail,pɛr- tuaulina,"pɛr-ik tuauli-na (1sg), pɛr-im tuauli-na (2sg), pɛn-na tuauli-na (3sg)",‘hand-POSS nail-3SG’,Barlow2024
lote1237-1-394,lote1237-1,branches (plural),pɛrpɛr-,pɛrpɛr-na (3sg),"reduplicative plural of /pɛr-/ ‘arm, hand; branch’",Barlow2024
lote1237-1-395,lote1237-1,to sing,pɛu,,,Barlow2024
lote1237-1-396,lote1237-1,"flying fox, bat",piaŋa,,,Barlow2024
lote1237-1-397,lote1237-1,fern sp.,pilɛm,,,Barlow2024
lote1237-1-398,lote1237-1,"to mash, to smash, to pound (banana), to squeeze (grated coconut)",pip,pip-ia,cf. /olɛ/ ‘to squeeze (wet clothes)’,Barlow2024
lote1237-1-399,lote1237-1,rain,pitte,,,Barlow2024
lote1237-1-400,lote1237-1,to close,piu,"piu-ŋa (nominalization, ‘door’)",also /piu hɛlɛ/,Barlow2024
lote1237-1-401,lote1237-1,to close,piu hɛlɛ,,possibly ‘close break.in.pieces’,Barlow2024
lote1237-1-402,lote1237-1,door,piuŋa,,‘close-NMLZ’,Barlow2024
lote1237-1-403,lote1237-1,"to do, to make",po,,"cf. /lelɛ/ ‘to build’, /umɛ/ ‘to work, to build’",Barlow2024
lote1237-1-404,lote1237-1,arecoid palm sp. (TP: limbum),pola,,"cf. /lapia/, a different species",Barlow2024
lote1237-1-405,lote1237-1,hole,polo,,,Barlow2024
lote1237-1-406,lote1237-1,light (not heavy),polpoleŋa,,reduplication?,Barlow2024
lote1237-1-407,lote1237-1,empty,polpolo,,reduplicated form of /polo/ ‘hole’?; also /soso/,Barlow2024
lote1237-1-408,lote1237-1,how?; why?,pomɛre,,also /mɛre/,Barlow2024
lote1237-1-409,lote1237-1,elbow,poŋe,,,Barlow2024
lote1237-1-410,lote1237-1,butterfly,popo,,reduplication?; same form as ‘papaya’,Barlow2024
lote1237-1-411,lote1237-1,papaya,popo,,borrowed from Tok Pisin; same form as ‘butterfly’,Barlow2024
lote1237-1-412,lote1237-1,bad,poreke,,,Barlow2024
lote1237-1-413,lote1237-1,tobacco,pos,,,Barlow2024
lote1237-1-414,lote1237-1,to do what?; why?,potar,po-ta~tar (reduplication for emphasis or durative marking?),< /po/ ‘to do’ + /utar/ ‘what?’,Barlow2024
lote1237-1-415,lote1237-1,to push,puɛ,,,Barlow2024
lote1237-1-416,lote1237-1,"also, too",pule,,,Barlow2024
lote1237-1-417,lote1237-1,hair (body hair); feather,pulpul-,"pulpun-na (3sg), pulpur-ria (3pl)",cf. /in-/ ‘leaf; hair (of the head)’,Barlow2024
lote1237-1-418,lote1237-1,smoke,puluŋa-,"puluŋa-na (3sg), puluŋa-ria (3pl)",,Barlow2024
lote1237-1-419,lote1237-1,to swell,puna,,,Barlow2024
lote1237-1-420,lote1237-1,ripe,punpun,,,Barlow2024
lote1237-1-421,lote1237-1,1pl.incl possessive suffix (our) (1PL.INCL.POSS),-ra,,nominal suffix in direct possession constructions (for inalienably possessed nouns); follows possessive classifiers in indirect possession constructions (for alienably possessed nouns),Barlow2024
lote1237-1-422,lote1237-1,to hold,raita,rait-ɛ,"cf. /mɛnɛ/ ‘to take, to get, to carry (in the hand), to hold’",Barlow2024
lote1237-1-423,lote1237-1,rattan cane (TP: kanda),rale,,,Barlow2024
lote1237-1-424,lote1237-1,"spear used in festivals, traditional dances",raliŋ,,"cf. other types /kaliŋo/, /pakpaka/, and generic /io/",Barlow2024
lote1237-1-425,lote1237-1,to carve (a canoe),raluɛ,,possibly /ralu-ɛ/; cf. /les/ ‘to carve’,Barlow2024
lote1237-1-426,lote1237-1,forehead; face,rama-,"rama-l (1sg), rama-m (2sg), rama-na (3sg)",,Barlow2024
lote1237-1-427,lote1237-1,green,raŋraŋ,,reduplication?,Barlow2024
lote1237-1-428,lote1237-1,"around, about",rara,,reduplication?,Barlow2024
lote1237-1-429,lote1237-1,"plus (used with the morphemes ‘one’, ‘two’, ‘three’, and ‘four’ in the formation of ‘six’, ‘seven’, ‘eight’, and ‘nine’)",ratɛle,,"used with the morphemes ‘one’, ‘two’, ‘three’, and ‘four’ in the formation of ‘six’, ‘seven’, ‘eight’, and ‘nine’",Barlow2024
lote1237-1-430,lote1237-1,six (6),ratɛle ɛllɛ,,‘[five] plus one’; cf. /lɛisinɛ pe nai/ ‘six (counting in fours)’,Barlow2024
lote1237-1-431,lote1237-1,nine (9),ratɛle hɛnɛl,,‘[five] plus four’; cf. /lɛisinɛ nai pe ɛllɛ/ ‘nine (counting in fours)’,Barlow2024
lote1237-1-432,lote1237-1,eight (8),ratɛle mol,,‘[five] plus three’; cf. /lɛisinɛ nai/ ~ /lɛisinɛ iri nai/ ‘eight (counting in fours)’,Barlow2024
lote1237-1-433,lote1237-1,seven (7),ratɛle nai,,‘[five] plus two’; cf. /lɛisinɛ pe mol/ ‘seven (counting in fours)’,Barlow2024
lote1237-1-434,lote1237-1,"to burn (intransitive), to be on fire",rau,,"cf. /mak/ ‘to burn (person as subject), to cook (with fire)’, /ŋau/ ‘to eat; to burn (fire as subject)’, /rɛmɛn/ ‘to light (of fire), to burn, to ignite’, /toŋo/ ‘to light a fire, to ignite’",Barlow2024
lote1237-1-435,lote1237-1,crayfish,rerɛ,,,Barlow2024
lote1237-1-436,lote1237-1,to split,rex,rex-ia,,Barlow2024
lote1237-1-437,lote1237-1,"to light (of fire), to burn, to ignite",rɛmɛn,,"cf. /toŋo/ ‘to light a fire, to ignite’, /mak/ ‘to burn (person as subject), to cook (with fire)’, /rau/ ‘to burn (intransitive), to be on fire’, /ŋau/ ‘to eat; to burn (fire as subject)’",Barlow2024
lote1237-1-438,lote1237-1,red,rɛmɛnmɛn,,reduplication?,Barlow2024
lote1237-1-439,lote1237-1,3pl possessive suffix (their) (3PL.POSS),-ria,,nominal suffix in direct possession constructions (for inalienably possessed nouns); follows possessive classifiers in indirect possession constructions (for alienably possessed nouns),Barlow2024
lote1237-1-440,lote1237-1,"to cut, to slice",rir,rir-ia,"cf. /tot/ ‘to cut, to slice’, /lik/ ‘to cut, to hack, to chop’, /tel/ ‘to cut, to fell a tree’, /ut/ ‘to cut’",Barlow2024
lote1237-1-441,lote1237-1,to chew,rira,rir-ɛ,cf. /ŋɛs/ ‘to suck and chew (sugarcane)’,Barlow2024
lote1237-1-442,lote1237-1,sky,ririua,,,Barlow2024
lote1237-1-443,lote1237-1,"solid, hard",rol,,,Barlow2024
lote1237-1-444,lote1237-1,tomorrow,rou,,also /ŋe rou/,Barlow2024
lote1237-1-445,lote1237-1,"near, close",roxroi,,,Barlow2024
lote1237-1-446,lote1237-1,"sea, ocean",ruax,,,Barlow2024
lote1237-1-447,lote1237-1,rough,rukrɛk,,,Barlow2024
lote1237-1-448,lote1237-1,fish,ruo,,,Barlow2024
lote1237-1-449,lote1237-1,rope; vine sp. (small),rur,,,Barlow2024
lote1237-1-450,lote1237-1,to hunt,rurum,,reduplication?,Barlow2024
lote1237-1-451,lote1237-1,"belly, stomach",sa-,"sa-k (1sg), sa-m (2sg), sa-na (3sg)",,Barlow2024
lote1237-1-452,lote1237-1,wing,saha-,"saha-na (3sg), saha-ria (3pl)",,Barlow2024
lote1237-1-453,lote1237-1,swamp,saka,,same form as ‘to smell’,Barlow2024
lote1237-1-454,lote1237-1,"to smell (intransitive), to be smelly, to be stinky",saka,,"same form as ‘swamp’; cf. /sɛkɛ/ ‘to smell, to sniff (transitive)’, with which it likely has a relationship",Barlow2024
lote1237-1-455,lote1237-1,oyster,sakɛn,,,Barlow2024
lote1237-1-456,lote1237-1,horn (spines on a lizard),saŋkar,,[saŋgar],Barlow2024
lote1237-1-457,lote1237-1,to grate (coconut),sasal,sasal-ia,reduplication?,Barlow2024
lote1237-1-458,lote1237-1,smooth,sasanix,,reduplication?; also /lelemo/,Barlow2024
lote1237-1-459,lote1237-1,long,sase,,,Barlow2024
lote1237-1-460,lote1237-1,to throw,sau,sau-a,"cf. /tamal/ ‘to throw (a stone); to hit, to pelt (as transitive)’",Barlow2024
lote1237-1-461,lote1237-1,"slippery, oily",sesereŋa,,reduplication?,Barlow2024
